age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
26,self-employed,divorced,primary,no,16640,yes,no,unknown,17,feb,450,45,356,2,failure,no
60,technician,single,primary,no,-4480,no,no,cellular,27,oct,1281,18,29,13,unknown,yes
65,unknown,divorced,unknown,no,61900,yes,no,telephone,6,mar,283,9,190,9,failure,no
56,retired,married,primary,no,4635,yes,no,telephone,11,feb,2492,10,28,7,unknown,no
59,housemaid,single,secondary,no,20307,yes,no,unknown,23,oct,2881,5,87,7,success,no
43,blue-collar,single,primary,no,24579,no,no,unknown,10,feb,223,30,97,15,other,no
67,services,divorced,secondary,no,77989,no,no,unknown,15,aug,2399,4,312,2,failure,no
42,services,single,unknown,no,71370,yes,no,telephone,14,oct,1689,9,79,18,failure,no
41,unemployed,married,unknown,no,33382,no,no,telephone,1,aug,2871,49,392,9,failure,no
30,services,married,secondary,no,3435,no,no,telephone,2,aug,317,19,355,1,unknown,no
77,unknown,married,secondary,no,36791,yes,no,telephone,14,jan,349,45,192,8,failure,no
24,services,single,primary,no,60710,no,no,cellular,13,feb,460,35,41,7,failure,no
74,unknown,divorced,primary,no,23536,no,no,unknown,10,mar,79,41,14,12,failure,no
53,student,married,secondary,no,2274,yes,no,telephone,4,dec,1301,17,243,2,success,no
62,unemployed,married,primary,no,70853,yes,no,cellular,10,oct,2674,5,226,1,unknown,no
37,housemaid,single,secondary,no,42030,yes,no,unknown,29,sep,763,27,176,5,failure,no
82,housemaid,divorced,secondary,no,22084,no,no,telephone,27,jan,2353,18,188,8,success,no
25,services,divorced,unknown,no,45670,yes,no,cellular,5,jan,1262,29,263,5,unknown,no
33,entrepreneur,married,secondary,no,60404,yes,no,unknown,8,nov,933,43,4,17,failure,no
31,admin.,divorced,tertiary,no,5025,yes,no,cellular,26,dec,2888,20,1,16,failure,no
93,student,married,secondary,no,22407,no,yes,unknown,8,jan,783,25,30,4,success,no
32,entrepreneur,single,primary,no,53790,yes,no,unknown,16,oct,1445,27,331,11,other,no
83,self-employed,married,secondary,no,15348,no,no,telephone,5,nov,623,14,377,8,failure,no
49,technician,single,tertiary,no,54005,yes,no,unknown,15,jun,2099,11,246,3,unknown,no
80,management,married,tertiary,no,54611,no,no,unknown,9,feb,2578,1,126,13,unknown,no
68,unemployed,single,tertiary,no,61159,no,no,unknown,8,nov,471,15,231,10,unknown,no
42,blue-collar,single,secondary,no,48399,no,no,telephone,19,jan,1078,16,159,11,success,no
75,student,divorced,primary,no,12409,no,no,cellular,23,mar,2689,42,332,13,success,no
80,housemaid,married,unknown,no,50647,no,no,cellular,3,mar,574,6,9,18,failure,no
79,entrepreneur,single,tertiary,no,50372,no,yes,telephone,4,jan,2391,25,164,17,other,no
39,technician,married,secondary,no,57875,no,no,telephone,1,oct,2706,22,149,16,other,no
75,management,single,unknown,no,9854,yes,no,cellular,3,nov,425,36,271,0,success,no
75,admin.,married,primary,no,30232,no,no,telephone,9,jul,2827,4,30,3,other,no
66,unemployed,divorced,unknown,no,7801,no,yes,cellular,9,nov,1000,2,223,10,other,no
69,management,married,secondary,no,69289,no,no,telephone,16,oct,116,48,261,17,other,no
59,entrepreneur,married,tertiary,no,79797,yes,no,telephone,28,jan,1987,49,199,8,unknown,no
87,technician,married,primary,no,46122,yes,no,unknown,21,feb,1025,10,308,9,success,no
32,entrepreneur,married,primary,no,62053,no,no,telephone,14,jan,267,2,126,15,failure,no
71,technician,single,primary,no,45938,no,no,cellular,8,may,2654,44,245,2,unknown,no
77,self-employed,divorced,tertiary,no,27164,no,no,cellular,5,sep,2606,45,22,4,success,no
25,entrepreneur,single,primary,no,26393,yes,no,cellular,26,aug,1610,42,29,6,other,yes
70,admin.,married,primary,no,41724,yes,no,cellular,10,nov,1609,25,46,7,failure,no
77,technician,married,primary,no,43129,no,no,cellular,19,jul,2582,15,170,8,success,no
22,retired,single,secondary,no,78121,no,no,cellular,27,sep,1725,22,160,12,success,yes
85,admin.,married,primary,no,65706,yes,no,telephone,28,jun,372,48,132,17,success,yes
23,student,divorced,secondary,no,4192,no,no,unknown,10,apr,453,21,208,14,unknown,no
64,retired,married,primary,no,15902,no,no,cellular,11,apr,847,19,10,18,other,yes
72,retired,divorced,unknown,no,38771,no,no,telephone,8,jun,214,26,280,17,other,no
57,unemployed,married,primary,no,42325,yes,no,cellular,10,feb,708,20,176,1,success,no
69,technician,divorced,secondary,no,39293,no,no,telephone,27,jun,2449,10,345,2,failure,no
33,technician,single,primary,no,8926,yes,no,cellular,22,jul,205,13,263,9,failure,no
30,student,single,secondary,no,14304,no,no,cellular,11,apr,1983,21,260,18,failure,no
47,blue-collar,married,tertiary,no,9203,no,no,cellular,22,jul,1181,22,278,0,failure,no
36,self-employed,married,secondary,no,26441,yes,no,telephone,7,jan,2334,28,120,0,success,no
34,unknown,single,tertiary,no,14713,yes,no,cellular,6,nov,2431,8,173,4,other,no
80,services,divorced,primary,yes,74271,no,no,telephone,2,jul,547,46,129,6,success,no
36,entrepreneur,single,secondary,no,34619,yes,no,unknown,21,jul,203,48,379,14,success,no
75,services,married,tertiary,no,8282,yes,no,telephone,12,may,1859,3,213,12,failure,no
72,unknown,single,unknown,no,62933,no,yes,telephone,2,nov,1133,12,337,6,other,no
79,management,single,secondary,no,12225,yes,no,cellular,12,mar,949,47,2,10,failure,no
40,unemployed,married,secondary,no,47153,yes,no,telephone,6,mar,398,23,174,5,unknown,no
26,admin.,married,secondary,no,22310,no,no,cellular,5,nov,2302,10,138,19,failure,no
29,admin.,married,unknown,no,43519,no,no,cellular,24,oct,1833,34,136,10,success,no
18,housemaid,single,tertiary,no,35932,yes,no,unknown,19,apr,1782,33,242,14,other,no
75,student,divorced,tertiary,no,26460,no,no,telephone,21,jan,2909,27,124,4,unknown,no
18,blue-collar,single,tertiary,no,71400,no,no,telephone,14,oct,380,35,385,3,failure,no
51,retired,divorced,primary,no,2001,no,no,telephone,29,jun,1696,28,324,8,unknown,no
65,technician,divorced,secondary,no,28764,no,no,unknown,15,dec,908,5,365,18,success,no
18,technician,divorced,primary,no,78147,no,yes,cellular,18,jun,830,32,371,0,success,no
33,unemployed,married,tertiary,no,71721,yes,no,cellular,1,mar,571,32,301,10,unknown,no
78,blue-collar,married,primary,no,34027,yes,no,unknown,27,jun,2343,24,43,5,other,no
81,student,married,tertiary,no,13543,yes,no,unknown,7,mar,300,27,386,19,failure,no
80,entrepreneur,divorced,primary,no,5346,no,yes,unknown,19,sep,2122,8,2,15,failure,no
86,services,divorced,unknown,no,41769,yes,no,telephone,5,mar,865,7,334,8,success,no
39,services,divorced,unknown,no,72932,no,no,telephone,3,apr,455,13,360,1,other,no
84,retired,single,unknown,no,-1754,no,no,telephone,9,apr,2000,39,65,2,success,no
93,unknown,divorced,unknown,no,55853,yes,no,cellular,27,oct,2863,37,289,14,other,no
43,management,married,secondary,no,44025,no,no,cellular,5,jan,1431,19,77,13,failure,no
33,student,single,secondary,no,64935,no,no,telephone,20,mar,2579,4,345,10,other,no
68,entrepreneur,divorced,secondary,no,74526,no,no,cellular,24,oct,1441,2,305,0,unknown,no
74,blue-collar,married,secondary,no,8214,yes,no,telephone,10,dec,2099,37,237,8,success,no
46,entrepreneur,divorced,tertiary,no,45593,yes,no,unknown,17,jun,693,49,324,9,success,no
86,unemployed,married,secondary,no,63671,no,no,unknown,14,apr,2967,9,227,15,failure,no
64,technician,married,primary,no,-3136,no,no,telephone,27,aug,897,47,332,15,other,no
79,housemaid,married,unknown,no,56112,no,no,unknown,26,sep,2647,41,162,13,success,no
86,self-employed,divorced,secondary,no,57397,no,no,cellular,14,jan,1432,30,38,15,failure,no
93,blue-collar,married,primary,no,66912,no,no,cellular,9,jun,40,23,177,4,failure,no
33,self-employed,divorced,unknown,no,38032,yes,no,unknown,16,jun,1223,30,125,11,other,no
65,self-employed,married,primary,no,36004,no,no,cellular,30,apr,713,21,266,2,failure,no
56,blue-collar,divorced,unknown,no,35082,no,no,cellular,25,feb,645,45,124,11,other,no
50,student,single,tertiary,no,9552,no,no,unknown,13,jul,1956,49,124,18,failure,yes
40,technician,married,tertiary,no,32541,yes,yes,telephone,30,jun,406,40,55,16,success,no
27,housemaid,divorced,primary,no,58114,no,no,cellular,17,apr,633,6,351,2,unknown,no
86,admin.,divorced,unknown,no,30468,no,no,telephone,4,jun,325,41,336,17,other,yes
51,blue-collar,divorced,tertiary,no,72608,yes,no,cellular,15,feb,501,21,371,2,success,no
69,entrepreneur,married,tertiary,no,55796,no,no,telephone,15,jan,2708,12,-1,2,other,no
27,technician,single,unknown,no,6393,yes,no,cellular,14,may,2458,15,227,4,success,no
36,services,married,tertiary,no,56688,no,yes,cellular,27,mar,734,10,286,11,other,no
75,unknown,married,tertiary,no,-4568,no,no,cellular,29,oct,1833,5,299,17,success,yes
18,unknown,single,secondary,no,7490,yes,no,telephone,7,apr,1325,20,124,3,success,no
86,unemployed,single,secondary,no,-2323,yes,no,unknown,2,feb,1310,9,316,11,unknown,no
21,self-employed,single,primary,no,9099,no,no,unknown,25,nov,2789,14,150,16,unknown,no
33,student,married,primary,no,76990,yes,no,cellular,6,dec,642,30,144,0,failure,yes
41,admin.,single,primary,no,71961,yes,no,telephone,16,apr,696,15,202,2,failure,yes
19,retired,single,tertiary,no,44862,no,no,cellular,25,mar,690,18,232,18,unknown,no
49,self-employed,single,secondary,no,17021,no,no,unknown,1,aug,941,42,55,10,failure,no
41,blue-collar,married,unknown,no,11866,no,yes,telephone,12,feb,2110,1,219,9,success,yes
29,unknown,single,unknown,no,-3031,no,yes,cellular,2,jan,1209,39,100,9,unknown,no
67,unemployed,married,unknown,no,59782,no,no,telephone,13,apr,2612,48,262,2,other,no
52,unknown,single,primary,no,16190,yes,yes,cellular,30,jul,1546,48,84,9,unknown,no
50,unknown,single,secondary,no,15183,no,no,telephone,7,mar,236,42,297,4,failure,no
50,unemployed,divorced,primary,no,72079,no,no,telephone,3,apr,1517,16,173,9,other,no
78,services,divorced,tertiary,no,6572,yes,no,telephone,28,aug,2570,25,273,9,failure,no
68,unemployed,married,secondary,no,58698,yes,no,telephone,17,may,524,47,62,11,success,no
60,admin.,divorced,unknown,no,60049,no,no,cellular,7,aug,548,22,244,7,unknown,no
29,self-employed,divorced,primary,no,67992,no,no,unknown,17,feb,1582,7,322,9,failure,no
84,management,divorced,secondary,no,60626,no,no,unknown,24,dec,1281,44,371,8,success,no
82,unemployed,married,unknown,no,4019,yes,no,unknown,6,mar,15,4,160,6,unknown,no
50,unemployed,single,secondary,no,43742,yes,yes,unknown,29,sep,2626,30,157,4,failure,no
57,management,married,tertiary,no,19774,yes,yes,cellular,3,jan,823,12,254,2,success,yes
91,admin.,divorced,unknown,no,64324,yes,no,unknown,11,sep,2210,46,94,19,other,no
60,entrepreneur,married,secondary,no,26932,no,yes,unknown,24,jan,490,1,362,13,other,yes
61,management,married,unknown,no,52369,yes,no,cellular,16,oct,1080,46,38,8,failure,no
46,technician,married,unknown,no,27423,no,no,cellular,11,jul,1518,13,125,6,failure,no
30,management,single,tertiary,no,11458,no,no,telephone,3,jun,2450,18,108,7,failure,no
29,entrepreneur,single,secondary,no,76350,yes,no,telephone,25,feb,107,10,234,18,other,no
63,entrepreneur,divorced,unknown,no,51613,no,no,telephone,23,may,48,32,248,1,other,no
19,retired,single,tertiary,no,74178,no,no,unknown,21,nov,1940,34,20,6,unknown,no
52,technician,divorced,secondary,no,31109,yes,yes,cellular,18,oct,1836,17,290,12,success,no
25,unemployed,single,unknown,no,36289,yes,no,unknown,15,sep,230,2,332,4,success,no
43,services,divorced,primary,yes,50373,yes,no,cellular,3,apr,1581,37,71,9,unknown,no
91,blue-collar,married,tertiary,no,3189,no,yes,unknown,10,aug,2567,3,83,5,failure,no
51,housemaid,divorced,secondary,no,72455,yes,no,telephone,2,mar,1560,46,211,12,success,no
24,retired,single,unknown,no,69143,yes,no,cellular,16,nov,380,32,311,4,success,no
85,housemaid,divorced,unknown,no,13820,no,yes,telephone,19,jul,154,9,284,7,other,no
75,management,single,tertiary,no,2459,no,yes,cellular,26,sep,1799,42,396,4,other,no
92,housemaid,married,tertiary,no,67998,yes,no,unknown,9,jan,1747,34,170,16,unknown,no
46,admin.,married,tertiary,no,15132,no,no,telephone,6,aug,114,12,206,1,unknown,no
53,management,single,unknown,no,34830,no,no,cellular,2,nov,622,14,212,15,unknown,no
38,self-employed,divorced,primary,no,-1136,yes,no,telephone,19,may,2329,22,265,6,success,no
53,admin.,married,secondary,no,57591,yes,no,unknown,27,mar,2328,29,332,5,other,no
27,student,divorced,primary,no,24077,no,no,unknown,21,jun,1782,1,347,15,other,no
90,housemaid,married,tertiary,no,54282,yes,no,unknown,21,may,2816,41,187,9,unknown,no
41,entrepreneur,married,secondary,no,23606,yes,no,unknown,30,dec,489,30,395,14,unknown,yes
81,entrepreneur,divorced,tertiary,no,32372,no,no,cellular,19,dec,1730,1,214,4,success,yes
66,unemployed,single,secondary,no,33281,yes,yes,cellular,16,aug,1827,49,12,19,failure,no
53,housemaid,single,tertiary,no,73838,yes,no,cellular,16,mar,2264,16,170,15,failure,no
41,self-employed,single,unknown,no,39084,no,no,telephone,22,mar,2784,48,339,19,success,no
40,self-employed,single,primary,no,26278,yes,no,unknown,23,apr,585,30,289,13,other,no
79,services,divorced,unknown,no,9689,yes,no,cellular,11,jun,1898,35,244,11,success,no
54,unemployed,divorced,tertiary,no,6990,no,no,cellular,22,may,280,37,375,6,success,no
29,blue-collar,married,tertiary,no,79584,yes,no,unknown,13,sep,2272,40,1,12,success,no
72,retired,married,secondary,no,62943,no,no,telephone,20,aug,661,43,272,2,failure,no
30,housemaid,married,primary,no,53399,no,no,telephone,18,jan,924,32,43,12,failure,no
40,management,divorced,tertiary,no,6012,no,no,unknown,2,aug,1154,27,165,5,other,no
47,services,married,primary,no,15979,yes,yes,cellular,8,may,1559,13,245,2,unknown,no
34,self-employed,divorced,primary,no,51486,no,no,cellular,26,aug,931,26,96,8,failure,no
79,services,divorced,unknown,no,24923,no,no,unknown,28,mar,2051,46,14,1,failure,no
30,technician,divorced,unknown,no,18561,no,no,telephone,7,may,2966,28,381,8,other,no
76,admin.,married,secondary,no,68561,yes,no,telephone,9,nov,462,21,164,4,failure,no
36,services,single,secondary,no,56687,no,no,telephone,2,mar,613,31,63,19,success,no
66,entrepreneur,divorced,secondary,no,62289,no,no,cellular,16,jan,881,13,101,15,failure,no
29,student,married,unknown,no,34789,no,yes,cellular,12,feb,912,1,99,14,success,no
78,blue-collar,married,primary,no,4066,no,no,telephone,7,jul,2701,31,177,18,success,no
36,technician,single,tertiary,no,50414,yes,no,telephone,30,mar,1965,19,13,3,failure,no
93,entrepreneur,divorced,secondary,no,57648,no,yes,unknown,19,jan,385,3,205,15,failure,no
26,retired,divorced,primary,no,23743,yes,no,unknown,10,apr,640,46,150,0,other,no
88,student,married,unknown,no,38289,yes,no,cellular,15,aug,2548,1,364,12,failure,no
45,management,divorced,primary,no,10999,yes,no,cellular,2,apr,254,37,249,13,success,no
69,admin.,single,tertiary,no,2020,yes,no,cellular,2,aug,949,4,258,7,other,no
33,student,divorced,primary,no,6497,yes,no,telephone,1,nov,1240,12,282,14,other,no
86,admin.,married,unknown,no,39834,no,no,telephone,25,feb,2456,14,107,8,success,yes
29,management,divorced,secondary,no,19908,yes,no,telephone,15,feb,1203,32,51,8,unknown,no
42,student,divorced,secondary,no,73853,no,no,unknown,18,nov,1226,36,207,1,success,no
69,housemaid,divorced,secondary,no,34515,no,yes,cellular,26,nov,1023,23,7,12,success,yes
70,unknown,divorced,secondary,no,41721,yes,no,unknown,29,aug,1178,38,289,9,unknown,no
40,unknown,married,secondary,no,6508,yes,no,cellular,18,feb,244,41,330,4,failure,no
33,blue-collar,married,primary,no,54737,no,no,cellular,17,mar,2616,38,361,3,unknown,no
74,admin.,divorced,secondary,no,54325,yes,no,unknown,20,dec,1611,8,64,18,unknown,no
56,student,married,secondary,no,55945,no,no,telephone,5,sep,1329,37,258,6,failure,no
70,entrepreneur,married,unknown,no,29857,yes,no,cellular,15,mar,584,11,162,0,unknown,no
59,student,married,secondary,no,3004,no,no,unknown,1,sep,2031,25,225,11,unknown,no
75,housemaid,divorced,secondary,no,54609,yes,no,unknown,3,mar,1900,3,274,19,unknown,no
56,technician,divorced,tertiary,no,52442,no,no,unknown,21,may,1881,6,271,13,failure,no
31,blue-collar,divorced,primary,no,37372,no,no,telephone,28,jul,2831,25,366,10,unknown,no
22,unemployed,divorced,primary,no,68878,no,no,unknown,21,apr,1113,5,72,6,success,no
52,self-employed,single,secondary,no,50795,yes,no,unknown,24,feb,352,34,357,4,failure,no
92,admin.,divorced,tertiary,yes,23353,yes,no,unknown,9,jun,1374,44,292,17,other,no
35,self-employed,divorced,tertiary,no,61217,no,yes,telephone,2,dec,1426,48,368,9,other,no
93,retired,divorced,tertiary,no,17142,no,no,unknown,3,may,182,5,140,19,success,no
26,self-employed,single,unknown,no,29208,no,no,unknown,28,jan,981,29,157,11,unknown,yes
91,self-employed,divorced,secondary,no,-3231,yes,no,unknown,13,jan,2951,41,1,3,other,no
75,retired,single,tertiary,no,70694,no,no,cellular,8,nov,2028,22,130,2,failure,no
34,services,single,tertiary,no,66972,no,no,telephone,5,aug,177,36,251,9,unknown,yes
24,technician,divorced,secondary,no,76024,no,no,unknown,9,dec,2956,31,151,3,other,no
63,admin.,divorced,secondary,no,27209,no,no,unknown,25,sep,2579,33,234,11,other,no
30,blue-collar,single,tertiary,no,7045,yes,no,cellular,23,mar,1635,4,155,12,failure,no
57,unemployed,married,primary,no,53253,yes,no,telephone,5,feb,1254,45,263,12,other,yes
59,technician,single,secondary,no,54969,yes,no,telephone,14,jul,1341,24,141,12,failure,no
26,technician,single,primary,no,10284,yes,no,unknown,24,jan,868,9,260,18,success,no
67,retired,divorced,primary,no,676,no,no,unknown,24,dec,246,4,90,3,unknown,no
44,retired,divorced,primary,no,48188,no,no,unknown,6,mar,1315,34,103,12,success,no
83,services,married,secondary,no,43016,yes,no,unknown,15,jun,730,8,195,18,failure,no
22,services,single,primary,no,782,no,no,unknown,7,oct,2377,38,269,14,unknown,no
46,admin.,single,secondary,no,35530,yes,no,unknown,25,oct,2656,40,377,12,other,no
54,services,married,secondary,no,7432,no,no,unknown,18,jan,2633,41,171,4,unknown,no
55,housemaid,married,primary,no,27468,yes,no,cellular,6,mar,2546,23,365,16,other,no
25,technician,single,tertiary,no,47736,no,no,unknown,20,may,1346,15,139,17,failure,no
82,admin.,single,tertiary,no,39543,no,no,telephone,13,may,1158,49,317,11,other,no
34,housemaid,married,secondary,no,56632,no,no,telephone,23,oct,502,23,298,13,failure,no
88,retired,divorced,primary,no,10059,no,no,telephone,9,jul,797,37,181,2,unknown,no
62,entrepreneur,single,primary,no,61,yes,no,telephone,12,apr,2521,45,337,9,other,no
21,self-employed,single,unknown,no,76289,yes,no,cellular,29,nov,1155,34,116,2,success,no
53,management,single,tertiary,no,61436,no,no,cellular,2,sep,2300,22,70,7,success,no
87,entrepreneur,single,primary,no,17206,no,no,unknown,11,aug,934,31,48,12,success,no
48,student,married,secondary,no,28843,no,no,telephone,26,oct,2223,17,103,6,failure,no
36,retired,married,secondary,no,71915,yes,no,telephone,27,sep,201,36,308,11,success,no
